Race,Sex,Year,Age,In the natural position of diagnosis,Localized,Regional,Distant,Unknown Stage,Blanks/ Meets NO requirements as whole
White,Male,2000,70-74 years,1465,12336,10522,6118,1392,8777
White,Male,2000,75-79 years,1180,11090,9735,5238,1399,8905
White,Male,2000,80-84 years,845,8915,8195,4331,1743,6847
White,Male,2000,85+,531,7367,7204,4095,3121,5212
White,Male,2000,unknown age,0,0,0,0,0,0
White,Male,2001,<1 year,0,0,0,0,0,0
White,Male,2001,01-04 years,0,0,0,0,0,0
White,Male,2001,05-09 years,0,0,0,0,0,0
White,Male,2001,10-14 years,0,0,0,0,0,0
White,Male,2001,15-19 years,0,0,0,0,0,6
White,Male,2001,20-24 years,0,0,0,0,0,10
White,Male,2001,25-29 years,0,0,0,0,0,34
White,Male,2001,30-34 years,0,0,0,0,0,83
White,Male,2001,35-39 years,0,0,0,0,0,161
White,Male,2001,40-44 years,0,0,0,0,0,301
White,Male,2001,45-49 years,0,0,0,0,0,508
White,Male,2001,50-54 years,0,0,0,0,0,859
White,Male,2001,55-59 years,0,0,0,0,0,1107
White,Male,2001,60-64 years,0,0,0,0,0,1466
White,Male,2001,65-69 years,0,0,0,0,0,1880
White,Male,2001,70-74 years,0,0,0,0,0,2218
White,Male,2001,75-79 years,0,0,0,0,0,2275
White,Male,2001,80-84 years,0,0,0,0,0,1675
White,Male,2001,85+,0,0,0,0,0,1295
White,Male,2001,unknown age,0,0,0,0,0,0
White,Male,2002,<1 year,0,0,0,0,0,0
White,Male,2002,01-04 years,0,0,0,0,0,0
White,Male,2002,05-09 years,0,0,0,0,0,0
White,Male,2002,10-14 years,0,0,0,0,0,4
White,Male,2002,15-19 years,0,0,0,0,0,5
White,Male,2002,20-24 years,0,0,0,0,0,16
White,Male,2002,25-29 years,0,0,0,0,0,26
White,Male,2002,30-34 years,0,0,0,0,0,67
White,Male,2002,35-39 years,0,0,0,0,0,159
White,Male,2002,40-44 years,0,0,0,0,0,268
White,Male,2002,45-49 years,0,0,0,0,0,510
White,Male,2002,50-54 years,0,0,0,0,0,931
White,Male,2002,55-59 years,0,0,0,0,0,1182
White,Male,2002,60-64 years,0,0,0,0,0,1445
White,Male,2002,65-69 years,0,0,0,0,0,1872
White,Male,2002,70-74 years,0,0,0,0,0,2229
White,Male,2002,75-79 years,0,0,0,0,0,2337
White,Male,2002,80-84 years,0,0,0,0,0,1675
White,Male,2002,85+,0,0,0,0,0,1340
White,Male,2002,unknown age,0,0,0,0,0,0
White,Male,2003,<1 year,0,0,0,0,0,0
White,Male,2003,01-04 years,0,0,0,0,0,0
White,Male,2003,05-09 years,0,0,0,0,0,1
White,Male,2003,10-14 years,0,0,0,0,0,1
White,Male,2003,15-19 years,0,0,0,0,0,6
White,Male,2003,20-24 years,0,0,0,0,0,15
White,Male,2003,25-29 years,0,0,0,0,0,38
White,Male,2003,30-34 years,0,0,0,0,0,78
White,Male,2003,35-39 years,0,0,0,0,0,147
White,Male,2003,40-44 years,0,0,0,0,0,286
White,Male,2003,45-49 years,0,0,0,0,0,483
White,Male,2003,50-54 years,0,0,0,0,0,972
White,Male,2003,55-59 years,0,0,0,0,0,1247
White,Male,2003,60-64 years,0,0,0,0,0,1508
White,Male,2003,65-69 years,0,0,0,0,0,1864
White,Male,2003,70-74 years,0,0,0,0,0,2206
White,Male,2003,75-79 years,0,0,0,0,0,2176
White,Male,2003,80-84 years,0,0,0,0,0,1794
White,Male,2003,85+,0,0,0,0,0,1301
White,Male,2003,unknown age,0,0,0,0,0,0
White,Male,2004,<1 year,0,0,0,0,0,0
White,Male,2004,01-04 years,0,0,0,0,0,0
White,Male,2004,05-09 years,0,0,0,0,0,0
White,Male,2004,10-14 years,0,0,0,0,0,0
White,Male,2004,15-19 years,0,0,0,0,0,4
White,Male,2004,20-24 years,0,0,0,0,0,11
White,Male,2004,25-29 years,0,0,0,0,0,42
White,Male,2004,30-34 years,0,0,0,0,0,88
White,Male,2004,35-39 years,0,0,0,0,0,145
White,Male,2004,40-44 years,0,0,0,0,0,304
White,Male,2004,45-49 years,0,0,0,0,0,557
White,Male,2004,50-54 years,0,0,0,0,0,1048
White,Male,2004,55-59 years,0,0,0,0,0,1252
White,Male,2004,60-64 years,0,0,0,0,0,1455
White,Male,2004,65-69 years,0,0,0,0,0,1910
White,Male,2004,70-74 years,0,0,0,0,0,2124
White,Male,2004,75-79 years,0,0,0,0,0,2117
White,Male,2004,80-84 years,0,0,0,0,0,1703
White,Male,2004,85+,0,0,0,0,0,1276
White,Male,2004,unknown age,0,0,0,0,0,0
White,Male,2005,<1 year,0,1,0,0,0,0
White,Male,2005,01-04 years,0,0,0,0,0,0
White,Male,2005,05-09 years,0,0,0,0,0,0
White,Male,2005,10-14 years,0,2,0,0,0,0
White,Male,2005,15-19 years,3,2,4,2,0,0
White,Male,2005,20-24 years,0,6,8,7,1,0
White,Male,2005,25-29 years,1,7,13,6,1,0
White,Male,2005,30-34 years,1,15,32,25,4,0
White,Male,2005,35-39 years,5,29,75,45,6,0
White,Male,2005,40-44 years,15,79,144,52,16,0
White,Male,2005,45-49 years,29,173,214,136,21,0
White,Male,2005,50-54 years,90,369,348,201,27,0
White,Male,2005,55-59 years,111,460,451,274,36,0
White,Male,2005,60-64 years,103,566,485,331,44,0
White,Male,2005,65-69 years,128,652,621,298,48,0
White,Male,2005,70-74 years,127,732,731,363,76,0
White,Male,2005,75-79 years,128,775,662,346,78,0
White,Male,2005,80-84 years,104,649,626,297,103,0
White,Male,2005,85+,56,466,425,183,161,0
White,Male,2005,unknown age,0,0,0,0,0,0
White,Male,2006,<1 year,0,0,0,0,0,0
White,Male,2006,01-04 years,0,0,0,0,0,0
White,Male,2006,05-09 years,0,0,0,0,0,0
White,Male,2006,10-14 years,0,0,0,2,0,0
White,Male,2006,15-19 years,0,4,4,0,0,0
White,Male,2006,20-24 years,0,2,8,2,0,0
White,Male,2006,25-29 years,0,12,14,12,2,0
White,Male,2006,30-34 years,7,15,31,18,6,0
White,Male,2006,35-39 years,8,44,59,44,4,0
White,Male,2006,40-44 years,11,101,118,67,18,0
White,Male,2006,45-49 years,27,153,232,140,13,0
White,Male,2006,50-54 years,75,360,312,235,30,0
White,Male,2006,55-59 years,89,484,437,292,39,0
White,Male,2006,60-64 years,105,572,493,339,44,0
White,Male,2006,65-69 years,146,645,590,313,52,0
White,Male,2006,70-74 years,134,732,593,340,64,0
White,Male,2006,75-79 years,135,754,730,324,86,0
White,Male,2006,80-84 years,101,675,580,272,100,0
White,Male,2006,85+,61,443,398,162,165,0
White,Male,2006,unknown age,0,0,0,0,0,0
White,Male,2007,<1 year,0,0,0,0,0,0
White,Male,2007,01-04 years,0,0,0,0,0,0
White,Male,2007,05-09 years,0,0,0,0,0,0
White,Male,2007,10-14 years,0,1,1,1,0,0
White,Male,2007,15-19 years,1,3,0,2,0,0
White,Male,2007,20-24 years,1,3,9,2,1,0
White,Male,2007,25-29 years,2,11,13,12,1,0
White,Male,2007,30-34 years,1,14,36,16,8,0
White,Male,2007,35-39 years,8,41,59,51,6,0
White,Male,2007,40-44 years,13,97,119,87,6,0
White,Male,2007,45-49 years,21,187,195,121,19,0
White,Male,2007,50-54 years,74,365,323,242,28,0
White,Male,2007,55-59 years,108,497,458,291,31,0
White,Male,2007,60-64 years,107,565,471,327,54,0
White,Male,2007,65-69 years,128,716,545,339,61,0
White,Male,2007,70-74 years,125,773,603,314,74,0
White,Male,2007,75-79 years,83,793,630,314,79,0
White,Male,2007,80-84 years,82,612,529,248,118,0
White,Male,2007,85+,45,427,426,192,161,0
White,Male,2007,unknown age,0,0,0,0,0,0
White,Male,2008,<1 year,0,0,0,0,0,0
White,Male,2008,01-04 years,0,0,0,0,0,0
White,Male,2008,05-09 years,0,0,0,0,0,0
White,Male,2008,10-14 years,0,0,1,0,0,0
White,Male,2008,15-19 years,0,2,2,2,0,0
White,Male,2008,20-24 years,0,4,11,1,1,0
White,Male,2008,25-29 years,1,4,21,8,0,0
White,Male,2008,30-34 years,0,21,32,10,7,0
White,Male,2008,35-39 years,5,35,58,41,3,0
White,Male,2008,40-44 years,9,102,114,75,7,0
White,Male,2008,45-49 years,25,158,210,144,21,0
White,Male,2008,50-54 years,80,427,314,237,31,0
White,Male,2008,55-59 years,105,500,486,291,44,0
White,Male,2008,60-64 years,126,608,532,307,47,0
White,Male,2008,65-69 years,118,778,622,310,50,0
White,Male,2008,70-74 years,113,751,628,318,76,0
White,Male,2008,75-79 years,115,693,609,305,69,0
White,Male,2008,80-84 years,71,594,531,241,113,0
White,Male,2008,85+,41,459,429,214,171,0
White,Male,2008,unknown age,0,0,0,0,0,0
White,Male,2009,<1 year,0,0,0,0,0,0
White,Male,2009,01-04 years,0,0,0,0,0,0
White,Male,2009,05-09 years,0,0,0,0,0,0
White,Male,2009,10-14 years,0,0,0,0,0,0
White,Male,2009,15-19 years,0,5,2,4,0,0
White,Male,2009,20-24 years,0,6,8,2,1,0
White,Male,2009,25-29 years,1,10,18,13,0,0
White,Male,2009,30-34 years,0,20,35,15,4,0
White,Male,2009,35-39 years,8,58,62,37,4,0
White,Male,2009,40-44 years,8,79,106,82,14,0
White,Male,2009,45-49 years,19,163,225,159,12,0
White,Male,2009,50-54 years,79,428,373,216,26,0
White,Male,2009,55-59 years,111,520,436,306,57,0
White,Male,2009,60-64 years,112,648,504,342,41,0
White,Male,2009,65-69 years,113,730,634,331,62,0
White,Male,2009,70-74 years,110,747,616,343,64,0
White,Male,2009,75-79 years,77,757,602,303,85,0
White,Male,2009,80-84 years,46,596,529,267,104,0
White,Male,2009,85+,33,490,411,223,157,0
White,Male,2009,unknown age,0,0,0,0,0,0
White,Male,2010,<1 year,0,0,0,0,0,0
White,Male,2010,01-04 years,0,0,0,0,0,0
White,Male,2010,05-09 years,0,0,0,0,0,0
White,Male,2010,10-14 years,0,0,0,0,0,0
White,Male,2010,15-19 years,0,3,1,2,1,0
White,Male,2010,20-24 years,1,4,7,8,0,0
White,Male,2010,25-29 years,0,12,11,8,4,0
White,Male,2010,30-34 years,1,23,41,16,0,0
White,Male,2010,35-39 years,6,43,55,37,5,0
White,Male,2010,40-44 years,8,102,131,75,11,0
White,Male,2010,45-49 years,33,175,205,150,16,0
White,Male,2010,50-54 years,73,485,399,213,35,0
White,Male,2010,55-59 years,89,510,403,297,28,0
White,Male,2010,60-64 years,95,615,522,355,56,0
White,Male,2010,65-69 years,107,695,563,312,61,0
White,Male,2010,70-74 years,108,740,576,300,76,0
White,Male,2010,75-79 years,81,674,566,284,66,0
White,Male,2010,80-84 years,47,552,478,245,90,0
White,Male,2010,85+,36,464,425,253,182,0
White,Male,2010,unknown age,0,0,0,0,0,0
White,Male,2011,<1 year,0,0,0,0,0,0
White,Male,2011,01-04 years,0,0,0,0,0,0
White,Male,2011,05-09 years,0,0,0,0,0,0
White,Male,2011,10-14 years,0,0,1,0,0,0
White,Male,2011,15-19 years,0,3,5,1,0,0
White,Male,2011,20-24 years,0,9,13,4,2,0
White,Male,2011,25-29 years,0,13,14,12,0,0
White,Male,2011,30-34 years,2,24,42,19,2,0
White,Male,2011,35-39 years,5,30,56,38,4,0
White,Male,2011,40-44 years,8,77,111,81,5,0
White,Male,2011,45-49 years,18,166,211,186,15,0
White,Male,2011,50-54 years,82,431,349,241,38,0
White,Male,2011,55-59 years,68,456,403,284,36,0
White,Male,2011,60-64 years,88,598,524,368,51,0
White,Male,2011,65-69 years,112,667,541,350,50,0
White,Male,2011,70-74 years,88,712,559,331,63,0
White,Male,2011,75-79 years,79,607,509,267,62,0
White,Male,2011,80-84 years,59,516,476,243,82,0
White,Male,2011,85+,25,461,434,245,153,0
White,Male,2011,unknown age,0,0,0,0,0,0
White,Male,2012,<1 year,0,0,0,0,0,0
White,Male,2012,01-04 years,0,0,0,0,0,0
White,Male,2012,05-09 years,0,0,0,0,0,0
White,Male,2012,10-14 years,0,0,0,0,0,0
White,Male,2012,15-19 years,0,4,3,1,1,0
White,Male,2012,20-24 years,0,6,8,7,1,0
White,Male,2012,25-29 years,0,9,13,21,2,0
White,Male,2012,30-34 years,1,16,31,24,2,0
White,Male,2012,35-39 years,6,49,68,45,3,0
White,Male,2012,40-44 years,5,92,124,76,10,0
White,Male,2012,45-49 years,16,176,204,144,20,0
White,Male,2012,50-54 years,64,425,352,240,30,0
White,Male,2012,55-59 years,75,439,421,317,48,0
White,Male,2012,60-64 years,88,610,513,401,53,0
White,Male,2012,65-69 years,79,710,504,352,55,0
White,Male,2012,70-74 years,76,685,565,289,59,0
White,Male,2012,75-79 years,59,628,518,277,54,0
White,Male,2012,80-84 years,41,504,446,283,84,0
White,Male,2012,85+,26,423,400,270,161,0
White,Male,2012,unknown age,0,0,0,0,0,0
White,Male,2013,<1 year,0,0,0,0,0,0
White,Male,2013,01-04 years,0,0,0,0,0,0
White,Male,2013,05-09 years,0,0,0,0,0,0
White,Male,2013,10-14 years,0,2,0,0,0,0
White,Male,2013,15-19 years,0,2,2,1,0,0
White,Male,2013,20-24 years,0,10,12,8,0,0
White,Male,2013,25-29 years,2,14,15,13,1,0
White,Male,2013,30-34 years,1,30,26,21,7,0
White,Male,2013,35-39 years,3,33,55,39,2,0
White,Male,2013,40-44 years,10,83,109,82,3,0
White,Male,2013,45-49 years,20,163,208,164,18,0
White,Male,2013,50-54 years,62,438,379,276,34,0
White,Male,2013,55-59 years,73,526,401,269,42,0
White,Male,2013,60-64 years,83,559,503,388,46,0
White,Male,2013,65-69 years,118,727,593,382,61,0
White,Male,2013,70-74 years,98,671,585,293,59,0
White,Male,2013,75-79 years,57,595,488,275,70,0
White,Male,2013,80-84 years,37,507,451,224,84,0
White,Male,2013,85+,29,423,385,232,147,0
White,Male,2013,unknown age,0,0,0,0,0,0
White,Male,2014,<1 year,0,0,0,0,0,0
White,Male,2014,01-04 years,0,0,0,0,0,0
White,Male,2014,05-09 years,0,1,0,0,0,0
White,Male,2014,10-14 years,0,4,2,2,0,0
White,Male,2014,15-19 years,0,12,1,1,0,0
White,Male,2014,20-24 years,1,11,4,5,1,0
White,Male,2014,25-29 years,1,10,17,15,0,0
White,Male,2014,30-34 years,2,27,42,26,7,0
White,Male,2014,35-39 years,7,36,74,59,5,0
White,Male,2014,40-44 years,6,68,128,75,11,0
White,Male,2014,45-49 years,23,174,194,172,13,0
White,Male,2014,50-54 years,88,448,361,248,29,0
White,Male,2014,55-59 years,68,460,459,345,52,0
White,Male,2014,60-64 years,74,582,508,352,52,0
White,Male,2014,65-69 years,101,723,596,356,62,0
White,Male,2014,70-74 years,106,658,522,318,58,0
White,Male,2014,75-79 years,81,544,472,264,62,0
White,Male,2014,80-84 years,44,492,430,222,89,0
White,Male,2014,85+,28,410,427,214,169,0
White,Male,2014,unknown age,0,0,0,0,0,0
White,Male,2015,<1 year,0,0,0,0,0,0
White,Male,2015,01-04 years,0,0,0,0,0,0
White,Male,2015,05-09 years,0,3,0,0,0,0
White,Male,2015,10-14 years,0,4,1,1,0,0
White,Male,2015,15-19 years,0,12,3,0,1,0
White,Male,2015,20-24 years,0,15,7,4,0,0
White,Male,2015,25-29 years,2,27,27,13,4,0
White,Male,2015,30-34 years,2,30,50,35,1,0
White,Male,2015,35-39 years,6,55,69,46,8,0
White,Male,2015,40-44 years,5,104,118,91,8,0
White,Male,2015,45-49 years,21,159,191,166,14,0
White,Male,2015,50-54 years,61,487,368,256,39,0
White,Male,2015,55-59 years,50,545,429,355,59,0
White,Male,2015,60-64 years,67,628,511,420,62,0
White,Male,2015,65-69 years,75,777,580,389,83,0
White,Male,2015,70-74 years,68,656,524,359,80,0
White,Male,2015,75-79 years,56,590,488,290,83,0
White,Male,2015,80-84 years,45,468,369,241,113,0
White,Male,2015,85+,23,445,400,248,174,0
White,Male,2015,unknown age,0,0,0,0,0,0
White,Male,2016,<1 year,0,0,0,0,0,0
White,Male,2016,01-04 years,0,0,0,0,0,0
White,Male,2016,05-09 years,0,6,0,0,0,0
White,Male,2016,10-14 years,0,14,2,0,0,0
White,Male,2016,15-19 years,0,20,3,3,0,0
White,Male,2016,20-24 years,1,33,9,2,0,0
White,Male,2016,25-29 years,0,48,24,15,1,0
White,Male,2016,30-34 years,2,38,27,23,3,0
White,Male,2016,35-39 years,2,56,77,50,8,0
White,Male,2016,40-44 years,7,113,118,104,10,0
White,Male,2016,45-49 years,16,183,220,180,19,0
White,Male,2016,50-54 years,73,523,339,262,32,0
White,Male,2016,55-59 years,69,530,443,331,52,0
White,Male,2016,60-64 years,69,627,537,388,73,0
White,Male,2016,65-69 years,74,758,618,393,84,0
White,Male,2016,70-74 years,50,668,513,355,78,0
White,Male,2016,75-79 years,41,567,475,264,76,0
White,Male,2016,80-84 years,37,488,398,231,110,0
White,Male,2016,85+,26,386,392,217,200,0
White,Male,2016,unknown age,0,0,0,0,0,0
White,Male,2017,<1 year,0,0,0,0,0,0
White,Male,2017,01-04 years,0,0,0,0,0,0
White,Male,2017,05-09 years,0,1,2,0,0,0
White,Male,2017,10-14 years,0,11,2,0,0,0
White,Male,2017,15-19 years,0,33,5,0,2,0
White,Male,2017,20-24 years,0,26,8,2,3,0
White,Male,2017,25-29 years,0,31,24,11,3,0
White,Male,2017,30-34 years,4,42,41,21,5,0
White,Male,2017,35-39 years,2,48,70,41,12,0
White,Male,2017,40-44 years,8,94,134,98,9,0
White,Male,2017,45-49 years,18,136,237,184,21,0
White,Male,2017,50-54 years,63,467,416,266,45,0
White,Male,2017,55-59 years,73,510,478,319,63,0
White,Male,2017,60-64 years,65,637,541,389,74,0
White,Male,2017,65-69 years,100,736,672,401,102,0
White,Male,2017,70-74 years,61,582,608,324,70,0
White,Male,2017,75-79 years,48,516,531,250,81,0
White,Male,2017,80-84 years,34,374,387,214,89,0
White,Male,2017,85+,25,373,383,249,179,0
White,Male,2017,unknown age,0,0,0,0,0,0
White,Male,2018,<1 year,0,0,0,0,0,0
White,Male,2018,01-04 years,0,0,0,0,0,0
White,Male,2018,05-09 years,0,1,0,0,0,0
White,Male,2018,10-14 years,0,8,1,0,1,0
White,Male,2018,15-19 years,1,28,3,2,0,0
White,Male,2018,20-24 years,0,32,5,6,2,0
White,Male,2018,25-29 years,0,30,13,12,1,0
White,Male,2018,30-34 years,2,42,46,28,1,0
White,Male,2018,35-39 years,1,77,75,63,10,0
White,Male,2018,40-44 years,7,95,129,102,11,0
White,Male,2018,45-49 years,21,181,248,183,22,0
White,Male,2018,50-54 years,68,382,437,244,38,0
White,Male,2018,55-59 years,55,451,486,352,74,0
White,Male,2018,60-64 years,74,543,523,365,72,0
White,Male,2018,65-69 years,69,653,676,367,104,0
White,Male,2018,70-74 years,73,658,561,356,76,0
White,Male,2018,75-79 years,44,503,466,284,71,0
White,Male,2018,80-84 years,28,384,444,211,98,0
White,Male,2018,85+,21,333,367,221,175,0
White,Male,2018,unknown age,0,0,0,0,0,0
White,Male,2019,<1 year,0,0,0,0,0,0
White,Male,2019,01-04 years,0,0,0,0,0,0
White,Male,2019,05-09 years,0,2,0,0,0,0
White,Male,2019,10-14 years,0,10,1,0,0,0
White,Male,2019,15-19 years,0,20,10,0,1,0
White,Male,2019,20-24 years,0,24,17,7,2,0
White,Male,2019,25-29 years,1,26,22,18,1,0
White,Male,2019,30-34 years,1,46,51,30,4,0
White,Male,2019,35-39 years,1,53,92,51,11,0
White,Male,2019,40-44 years,3,109,132,105,6,0
White,Male,2019,45-49 years,8,193,216,164,24,0
White,Male,2019,50-54 years,33,437,363,274,41,0
White,Male,2019,55-59 years,28,454,456,371,64,0
White,Male,2019,60-64 years,44,593,536,442,96,0
White,Male,2019,65-69 years,59,668,582,399,111,0
White,Male,2019,70-74 years,36,713,596,382,120,0
White,Male,2019,75-79 years,35,515,476,292,115,0
White,Male,2019,80-84 years,23,401,359,222,85,0
White,Male,2019,85+,15,375,364,252,199,0
White,Male,2019,unknown age,0,0,0,0,0,0
White,Male,2020,<1 year,0,0,0,0,0,0
White,Male,2020,01-04 years,0,0,0,0,0,0
White,Male,2020,05-09 years,0,3,0,0,0,0
White,Male,2020,10-14 years,0,18,5,1,0,0
White,Male,2020,15-19 years,0,26,10,0,0,0
White,Male,2020,20-24 years,0,28,18,7,5,0
White,Male,2020,25-29 years,0,36,24,12,4,0
White,Male,2020,30-34 years,0,37,40,37,3,0
White,Male,2020,35-39 years,3,79,75,58,8,0
White,Male,2020,40-44 years,6,89,137,93,9,0
White,Male,2020,45-49 years,15,174,248,175,23,0
White,Male,2020,50-54 years,36,516,376,274,49,0
White,Male,2020,55-59 years,40,491,486,366,63,0
White,Male,2020,60-64 years,47,581,581,443,76,0
White,Male,2020,65-69 years,54,700,576,440,105,0
White,Male,2020,70-74 years,31,667,581,376,103,0
White,Male,2020,75-79 years,28,569,516,326,91,0
White,Male,2020,80-84 years,24,410,402,228,117,0
White,Male,2020,85+,21,356,399,244,188,0
White,Male,2020,unknown age,0,0,0,0,0,0
White,Male,2021,<1 year,0,0,0,0,0,0
White,Male,2021,01-04 years,0,0,0,0,0,0
White,Male,2021,05-09 years,0,3,0,0,0,0
White,Male,2021,10-14 years,0,9,3,1,1,0
White,Male,2021,15-19 years,1,20,5,0,1,0
White,Male,2021,20-24 years,0,36,15,3,1,0
White,Male,2021,25-29 years,0,22,28,17,3,0
White,Male,2021,30-34 years,2,43,58,32,3,0
White,Male,2021,35-39 years,2,69,87,62,6,0
White,Male,2021,40-44 years,3,90,133,92,13,0
White,Male,2021,45-49 years,5,147,224,179,21,0
White,Male,2021,50-54 years,29,374,357,236,31,0
White,Male,2021,55-59 years,22,343,382,343,42,0
White,Male,2021,60-64 years,20,479,479,442,94,0
White,Male,2021,65-69 years,33,585,541,418,98,0
White,Male,2021,70-74 years,39,547,554,354,107,0
White,Male,2021,75-79 years,16,467,464,274,89,0
White,Male,2021,80-84 years,12,339,356,218,74,0
White,Male,2021,85+,10,294,375,252,196,0
White,Male,2021,unknown age,0,0,0,0,0,0
White,Male,2022,<1 year,1,0,0,0,0,0
White,Male,2022,01-04 years,0,1,0,0,0,0
White,Male,2022,05-09 years,0,1,2,0,0,0
White,Male,2022,10-14 years,0,20,3,0,0,0
White,Male,2022,15-19 years,0,19,10,0,0,0
White,Male,2022,20-24 years,0,17,15,2,0,0
White,Male,2022,25-29 years,0,34,27,14,1,0
White,Male,2022,30-34 years,0,37,57,30,5,0
White,Male,2022,35-39 years,1,68,81,63,4,0
White,Male,2022,40-44 years,1,100,140,121,10,0
White,Male,2022,45-49 years,7,185,263,195,23,0
White,Male,2022,50-54 years,22,460,419,287,41,0
White,Male,2022,55-59 years,24,415,439,358,55,0
White,Male,2022,60-64 years,22,523,599,421,76,0
White,Male,2022,65-69 years,35,673,612,438,86,0
White,Male,2022,70-74 years,22,644,607,403,89,0
White,Male,2022,75-79 years,17,543,533,299,82,0
White,Male,2022,80-84 years,10,354,404,224,90,0
White,Male,2022,85+,10,339,364,224,183,0
White,Male,2022,unknown age,0,0,0,0,0,0
White,Female,2000,<1 year,0,2,1,0,0,0
White,Female,2000,01-04 years,0,1,0,0,0,0
White,Female,2000,05-09 years,0,22,9,0,0,0
White,Female,2000,10-14 years,0,144,49,6,2,9
White,Female,2000,15-19 years,2,266,106,24,14,21
White,Female,2000,20-24 years,8,346,160,76,14,48
White,Female,2000,25-29 years,23,453,386,222,26,114
White,Female,2000,30-34 years,48,657,679,481,48,283
White,Female,2000,35-39 years,95,969,1200,878,93,559
White,Female,2000,40-44 years,162,1677,2118,1684,151,1142
White,Female,2000,45-49 years,321,2995,3568,2856,253,2005
White,Female,2000,50-54 years,919,6519,5832,3872,478,3338
White,Female,2000,55-59 years,836,6605,6504,4708,569,3760
White,Female,2000,60-64 years,932,8052,7841,5279,746,4638
White,Female,2000,65-69 years,1137,10271,9414,5503,892,6175
White,Female,2000,70-74 years,1111,11171,9966,5390,1158,7772
White,Female,2000,75-79 years,949,11542,10706,5327,1423,9664
White,Female,2000,80-84 years,814,11179,11002,5230,2083,9018
